[-66.0, -88.0, -82.0, -82.0, -85.0, -86.0, -86.0, -95.0, -82.0, -88.0, -85.0, -79.0, -87.0, -89.0, -89.0, -90.0, -91.0, -94.0, -94.0, -95.0, -97.0, -99.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-63.0, -87.0, -89.0, -88.0, -84.0, -88.0, -84.0, -92.0, -89.0, -89.0, -85.0, -82.0, -87.0, -93.0, -89.0, -90.0, -86.0, -94.0, -94.0, -95.0, -97.0, -99.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-71.0, -87.0, -84.0, -87.0, -84.0, -94.0, -87.0, -92.0, -89.0, -93.0, -85.0, -82.0, -87.0, -94.0, -89.0, -90.0, -88.0, -94.0, -94.0, -97.0, -97.0, -99.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-68.0, -87.0, -85.0, -89.0, -88.0, -97.0, -91.0, -91.0, -87.0, -89.0, 0.0, -81.0, -93.0, -94.0, -89.0, 0.0, -92.0, 0.0, 0.0, -97.0, 0.0, 0.0, -95.0, -95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-30.0, 0.0, 0.0, 0.0, 0.0, 0.0, -71.0, 0.0, -69.0, 0.0, 0.0, -57.0, 0.0, -70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 134.6899718045, 63.708436489080007]
[-65.0, -90.0, -91.0, -87.0, -91.0, -91.0, -95.0, -97.0, -93.0, -93.0, -94.0, -83.0, -95.0, -94.0, 0.0, 0.0, -95.0, 0.0, 0.0, -99.0, 0.0, 0.0, -95.0, -95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-57.0, -87.0, -83.0, -95.0, -91.0, -89.0, -82.0, -98.0, -87.0, -98.0, -94.0, -82.0, -95.0, -95.0, 0.0, 0.0, -91.0, 0.0, 0.0, -99.0, 0.0, 0.0, -94.0, -95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -97.0, 0.0, 0.0, 0.0, -88.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -93.0, -95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-56.0, -84.0, -83.0, -94.0, -74.0, -97.0, -81.0, -93.0, -90.0, -94.0, -94.0, -83.0, 0.0, -95.0, -88.0, 0.0, -91.0, 0.0, 0.0, 0.0, 0.0, 0.0, -88.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
[-73.0, -88.0, -86.0, -94.0, -88.0, -89.0, -91.0, -94.0, -92.0, -91.0, -92.0, -89.0, -97.0, -93.0, -95.0, -98.0, -94.0, 0.0, 0.0, 0.0, 0.0, 0.0, -88.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.368601203, 51.587995290720002]
